PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
11167184;"Colegio Público Nuria Espert";"";"";"Comedor - Horario ampliado";"Bus: SE 799";"ENSEÑANZA: Educación infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a8c4279bad91710VgnVCM1000001d4a900aRCRD";"MARIA REICHE";"CALLE";"V";"34";"";"";"";"";"MADRID";"MADRID";"28055";"4";"TIMON";"21";"BARAJAS";"448214";"4482036";"40.487409274945925";"-3.6110407043008768";"686 545 008 (Secretaria)";"";"cp.nuriaespert.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5255;"Colegio Público Pablo Picasso";"";"";"Comedor -Horario ampliado - Planes de mejora";"BUS: 9 , 72 , 120 , 125";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef75a3f5ca71c010VgnVCM1000000b205a0aRCRD";"ANGEL LUIS DE LA HERRAN";"CALLE";"V";"35";"";"";"";"";"MADRID";"MADRID";"28043";"4";"PINAR DEL REY";"16";"HORTALEZA";"445140";"4480214";"40.47078626667984";"-3.647156116262385";"913 821 795 / 917 646 297";"917 646 297";"cp.picasso.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5256;"Colegio Público Padre Coloma";"";"";"Comedor - Horario ampliado";"METRO: Canillejas BUS: 77 , 89 , 105 , 114 , 115 , 140";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3595a3f5ca71c010VgnVCM1000000b205a0aRCRD";"GUTIERREZ CANALES";"CALLE";"NUM";"19";"";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"447859";"4477718";"40.448484963114275";"-3.6148900571656988";"91 742 64 47";"91 741 25 98";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5257;"Colegio Público Padre Mariana";"";"";"Comedor - Transporte - Planes de mejora";"BUS: 102, 111";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8aa5a3f5ca71c010VgnVCM1000000b205a0aRCRD";"SUR";"RONDA";"V";"145";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443015";"4469823";"40.37703559395701";"-3.671302626256522";"917 861 773";"917 861 773";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5258;"Colegio Público Padre Poveda";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Alfonso XIII BUS: 9 , 40 , 43 , 72 , 73";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dfb5a3f5ca71c010VgnVCM1000000b205a0aRCRD";"ALFONSO XIII";"AVENIDA";"V";"23";"";"";"";"";"MADRID";"MADRID";"28002";"3";"CIUDAD JARDIN";"5";"CHAMARTIN";"443380";"4478055";"40.451218874985805";"-3.6677240367753114";"914 151 195 - 915 199 877";"914 162 781";"cp.padrepoveda.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5260;"Colegio Público Palacio Valdés";"";"";"Comedor - Planes de mejora";"METRO: Atocha BUS: 10 , 14 , 27 , 34 , 37 , 45 , 141 RENFE: Atocha";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=25d5a3f5ca71c010VgnVCM1000000b205a0aRCRD";"PRADO";"PASEO";"V";"38";"";"";"";"";"MADRID";"MADRID";"28014";"3";"CORTES";"1";"CENTRO";"441318";"4473765";"40.41055699750786";"-3.6929209140194783";"914 203 370 - 913 695 034";"914 203 370";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5261;"Colegio Público Palomeras Bajas";"";"";"Comedor - Integración (General) - Horario ampliado";"BUS: 57 , 144 RENFE: Entrevías";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ae5a3f5ca71c010VgnVCM1000000b205a0aRCRD";"FELIPE DE DIEGO";"CALLE";"NUM";"6";"";"";"";"";"MADRID";"MADRID";"28018";"3";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"443902";"4470055";"40.37919484869876";"-3.6608630426434994";"91 785 48 17";"";"cp.palomerasbajas.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5263;"Colegio Público Parque Aluche";"";"";"Comedor - Transporte - Integración (preferentemente motóricos) - Horario ampliado";"METRO: Empalme BUS: 25 , 121 , 131 , H";"ENSEÑANZA: Educación Infantil - Primaria Enseñanza bling&amp;uuml;e";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cff5a3f5ca71c010VgnVCM1000000b205a0aRCRD";"QUERO";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28024";"4";"ALUCHE";"10";"LATINA";"435413";"4471416";"40.39083157827759";"-3.760997850579394";"91 717 81 90";"";"cp.parquealuche.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5151;"Colegio Público Parque Eugenia de Montijo";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 34 , 35 , 121 , 131 , 139";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1cda3f5ca71c010VgnVCM1000000b205a0aRCRD";"PARQUE EUGENIA DE MONTIJO";"CALLE";"V";"28";"";"";"";"";"MADRID";"MADRID";"28047";"4";"VISTA ALEGRE";"11";"CARABANCHEL";"436244";"4470234";"40.37837446977044";"-3.7523641127237983";"914 615 653";"914 615 603";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5264;"Colegio Público Pasamonte";"";"";"Comedor - Integración (General)";"METRO: Vinateros BUS: 30 , 32 , 71 , 113";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1516a3f5ca71c010VgnVCM1000000b205a0aRCRD";"DOCTOR GARCIA TAPIA";"AVENIDA";"V";"47";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"445019";"4473719";"40.41226776087093";"-3.6480330885473093";"91 430 53 66";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5253;"Colegio Público Patriarca Obispo Eijo y Garay";"";"";"Comedor - Horario ampliado - Planes de mejora.";"METRO: Avenida de América BUS: 9, 16, 19, 29 , 52, Circular";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a26a3f5ca71c010VgnVCM1000000b205a0aRCRD";"LOPEZ DE HOYOS";"CALLE";"V";"40";"";"";"";"";"MADRID";"MADRID";"28006";"1";"EL VISO";"5";"CHAMARTIN";"442193";"4476784";"40.43969634718427";"-3.6816176968334515";"917 450 282";"917 451 152";"cp.eijogaray.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
176881;"Colegio Público Pedro Duque";"";"";"Transporte - Horario ampliado - Comedor - Planes de mejora.";"BUS: 71, 100";"ENSEÑANZA: Educación Infantil (Segundo Ciclo) - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee844b6faa61c010VgnVCM1000000b205a0aRCRD";"MARMOLINA";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"448463";"4472023";"40.39721845156279";"-3.607306131972689";"917 762 363";"917 753 209";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5267;"Colegio Público Perú";"";"";"Comedor - Horario ampliado";"METRO: Marqués de Vadillo BUS: 23 , 34 , 35 , 116 , 118 , 119";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf36a3f5ca71c010VgnVCM1000000b205a0aRCRD";"BALEARES";"CALLE";"NUM";"18";"";"";"";"";"MADRID";"MADRID";"28019";"1";"COMILLAS";"11";"CARABANCHEL";"439467";"4471710";"40.39379355659199";"-3.713263165805392";"91 569 14 65";"";"cp.peru.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5268;"Colegio Público Pi I Margall";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Noviciado , Tribunal , Bilbao BUS: 3 , 21 , 40 , 147 , 149";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0556a3f5ca71c010VgnVCM1000000b205a0aRCRD";"DOS DE MAYO";"PLAZA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"440234";"4475367";"40.42679288775549";"-3.7045815049836723";"915 323 420";"915 231 075";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
176871;"Colegio Público Pinar de San José";"";"";"Horario ampliado - Comedor - Integración preferente: motóricos";"BUS: 155, 35 METRO: La Peseta";"ENSEÑANZA: Segundo ciclo de Educación Infantil - Primaria";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=99744b6faa61c010VgnVCM1000000b205a0aRCRD";"PATRIMONIO DE LA HUMANIDAD";"CALLE";"NUM";"39";"";"";"";"";"MADRID";"MADRID";"28054";"6";"BUENAVISTA";"11";"CARABANCHEL";"435102";"4468331";"40.36301638063713";"-3.764359559786085";"915 112 417";"915 112 418";"cp.pinardesanjose.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5269;"Colegio Público Pinar del Rey";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 107 , 125";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza Biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a66a3f5ca71c010VgnVCM1000000b205a0aRCRD";"SAN LUIS";"AVENIDA";"NUM";"23";"";"";"";"";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"444541";"4480310";"40.471620244949925";"-3.6542420626066923";"917 664 763";"917 664 763";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5270;"Colegio Público Pintor Rosales";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Cruz del Rayo BUS: 29 , 52";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e -";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af76a3f5ca71c010VgnVCM1000000b205a0aRCRD";"PRINCIPE DE VERGARA";"CALLE";"V";"139";"";"";"";"";"MADRID";"MADRID";"28002";"1";"EL VISO";"5";"CHAMARTIN";"442450";"4477329";"40.444631112841606";"-3.6786214824583503";"915 623 948";"915 638 730";"cp.pintorrosales.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5271;"Colegio Público Pío Baroja";"";"";"Comedor - Horario ampliado";"METRO: Artilleros, Pavones BUS: 20, 30, 32 , 100 , 140 , 142";"ENSEÑANZA: Educacion Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f496a3f5ca71c010VgnVCM1000000b205a0aRCRD";"LUIS DE HOYOS SAINZ";"CALLE";"NUM";"84";"";"";"";"";"MADRID";"MADRID";"28030";"6";"VINATEROS";"14";"MORATALAZ";"445867";"4472744";"40.40354001887506";"-3.6379441929941656";"917 739 618 - 913 713 235";"917 739 618";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5272;"Colegio Público Pío XII";"";"";"Comedor - Transporte";"METRO: Plaza de Castilla BUS: 5 , 27 , 42 , 49 , 66 ,124 , 134 , 135 ,";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4aa6a3f5ca71c010VgnVCM1000000b205a0aRCRD";"DELFIN";"CALLE";"NUM";"2";"";"";"";"";"MADRID";"MADRID";"28029";"4";"ALMENARA";"6";"TETUAN";"441176";"4479817";"40.46693859499291";"-3.693889291907082";"91 315 12 21";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5430971;"Colegio Público Plácido Domingo";"";"";"Horario ampliado - Comedor";"Bus: 8, 102, 152, 156 Metro: Méndez Álvaro";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=81ecf6fddbf04210VgnVCM1000000b205a0aRCRD";"TEJO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28045";"7";"ATOCHA";"2";"ARGANZUELA";"442433";"4472093";"40.39744510759389";"-3.678351566632272";"917 650 789 - 633 494 079";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5273;"Colegio Público Portugal";"";"";"Comedor";"METRO: Ventura Rodríguez , Plaza de España BUS: 1 , 2 , 44 , 46 , 74 , 75 , 133 , 138 , 148 , 202";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9fb6a3f5ca71c010VgnVCM1000000b205a0aRCRD";"JUAN ALVAREZ MENDIZABAL";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"439356";"4475167";"40.42491865180926";"-3.7149121447760582";"91 541 73 30";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5275;"Colegio Público Pradolongo";"";"";"Comedor - Horario ampliado";"BUS: 6 , 60 , 78 , 81";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4d6a3f5ca71c010VgnVCM1000000b205a0aRCRD";"PARQUE DE LA PALOMA";"CALLE";"NUM";"9";"";"";"";"";"MADRID";"MADRID";"28026";"6";"ZOFIO";"12";"USERA";"439235";"4470063";"40.37893066302815";"-3.7158394380500623";"91 469 35 81";"";"cp.pradolongo.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5276;"Colegio Público Príncipe de Asturias";"";"";"Comedor";"Desconocido";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ae6a3f5ca71c010VgnVCM1000000b205a0aRCRD";"KANT";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28049";"8";"EL GOLOSO";"8";"FUENCARRAL-EL PARDO";"440993";"4488102";"40.54156879341023";"-3.6968198242534527";"917 355 115";"917 355 003";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5278;"Colegio Público Puerto Rico";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 6 , 60 , 131";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d417a3f5ca71c010VgnVCM1000000b205a0aRCRD";"SEGURA";"CALLE";"V";"74";"";"";"";"";"MADRID";"MADRID";"28041";"1";"ORCASITAS";"12";"USERA";"438923";"4468845";"40.36794449938085";"-3.7193980638250013";"913 412 726";"913 416 960";"cp.puertorico.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5279;"Colegio Público Rabindranath Tagore";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 67 , 132";"ENSEÑANZA: Educacion Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a27a3f5ca71c010VgnVCM1000000b205a0aRCRD";"JULIO PALACIOS";"CALLE";"NUM";"35";"";"";"";"";"MADRID";"MADRID";"28029";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"441019";"4481612";"40.48309753300499";"-3.695908037156805";"917 332 373";"917 332 373";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5280;"Colegio Público Ramón Gómez de la Serna";"";"";"Comedor - Transporte";"BUS: 59 , 79 RENFE: San Cristóbal de los Angeles";"ENSEÑANZA: Educacion Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f37a3f5ca71c010VgnVCM1000000b205a0aRCRD";"GODELLA";"CALLE";"V";"170";"";"";"";"";"MADRID";"MADRID";"28021";"2";"SAN CRISTOBAL";"17";"VILLAVERDE";"441540";"4465897";"40.33969327538041";"-3.689581642256062";"917 972 522 - 915 053 446";"917 972 554";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5281;"Colegio Público Ramón María del Valle Inclán";"";"";"Comedor -  Horario ampliado - Planes de mejora";"METRO: San Blas BUS: 38 , 48";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c457a3f5ca71c010VgnVCM1000000b205a0aRCRD";"ALCONERA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28037";"2";"HELLIN";"20";"SAN BLAS-CANILLEJAS";"447556";"4475652";"40.429854215285445";"-3.618280698226673";"913 130 739";"913 130 739";"cp.valleinclan.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5282;"Colegio Público Ramón Pérez de Ayala";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Canillas  BUS: 73 , 112 , 120";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a67a3f5ca71c010VgnVCM1000000b205a0aRCRD";"MOTILLA DEL PALANCAR";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"446318";"4479712";"40.46634990040974";"-3.6332300542597373";"917 592 205";"917 599 412";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5283;"Colegio Público Real Armada";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 8 , 20 , 30 , 63 , 143 METRO: Artilleros";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza Biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f77a3f5ca71c010VgnVCM1000000b205a0aRCRD";"CORREGIDOR JUAN FRANCISCO DE LUJAN";"CALLE";"V";"114";"";"";"";"";"MADRID";"MADRID";"28030";"5";"FONTARRON";"14";"MORATALAZ";"445219";"4472545";"40.401704924123834";"-3.645563131710102";"917 736 583        
917 724 429 (Primaria)";"917 736 583";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5284;"Colegio Público Regimiento Inmemorial del Rey";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 8 , 20 , 30 , 32 , 113";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e -";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b497a3f5ca71c010VgnVCM1000000b205a0aRCRD";"MORATALAZ";"AVENIDA";"NUM";"51";"";"";"";"";"MADRID";"MADRID";"28030";"4";"MEDIA LEGUA";"14";"MORATALAZ";"444220";"4473183";"40.407386072133015";"-3.6573909677766716";"914 390 948";"913 282 535";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5170;"Colegio Público Reina Victoria";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Núñez de Balboa  BUS: 1 , 29 , 52 , 74";"ENSEÑANZA: Educación Infantil - Primaria";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=714fa3f5ca71c010VgnVCM1000000b205a0aRCRD";"PRINCIPE DE VERGARA";"CALLE";"NUM";"61";"";"";"";"";"MADRID";"MADRID";"28006";"6";"CASTELLANA";"4";"SALAMANCA";"442462";"4476303";"40.43350060791133";"-3.679668747386544";"915 631 283";"914 113 067";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5289;"Colegio Público República de Brasil";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 23 , 78 , 123";"ENSEÑANZA: Educación Infantil - Primaria Enseñanza bling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0aa7a3f5ca71c010VgnVCM1000000b205a0aRCRD";"FUEROS";"AVENIDA";"NUM";"34";"";"";"";"";"MADRID";"MADRID";"28041";"3";"SAN FERMIN";"12";"USERA";"441427";"4469102";"40.37043939785913";"-3.6899302716018574";"917 923 478";"917 920 822";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5286;"Colegio Público República de Chile";"";"";"Comedor - Horario ampliado";"METRO: Simancas BUS: 4 , 38 , 48 , 70 , 109";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fb7a3f5ca71c010VgnVCM1000000b205a0aRCRD";"CASTILLO DE UCLES";"CALLE";"NUM";"28";"";"";"";"";"MADRID";"MADRID";"28037";"1";"SIMANCAS";"20";"SAN BLAS-CANILLEJAS";"447003";"4475462";"40.42809852476456";"-3.6247839198679577";"91 304 66 58";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5285;"Colegio Público República de Colombia";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Pan Bendito BUS: 47 , 108 , 118 , 121 , 131";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4d7a3f5ca71c010VgnVCM1000000b205a0aRCRD";"ALLOZ";"PLAZA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28025";"5";"PUERTA BONITA";"11";"CARABANCHEL";"437550";"4469963";"40.37598607317299";"-3.737129783095065";"914 650 587";"914 650 587";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5291;"Colegio Público República de El Salvador";"";"";"Comedor - Planes de mejora";"BUS: 22 , 86 , 130";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=945813db5b71c010VgnVCM1000000b205a0aRCRD";"SACEDON";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28021";"5";"LOS ANGELES";"17";"VILLAVERDE";"440728";"4466783";"40.34949911149915";"-3.6979477280735917";"917 964 041";"917 987 815";"cp.elsalvador.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5262;"Colegio Público República de Panamá";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: San Blas BUS: 38 , 48";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ff7a3f5ca71c010VgnVCM1000000b205a0aRCRD";"PEONES";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28037";"4";"ARCOS";"20";"SAN BLAS-CANILLEJAS";"447612";"4475289";"40.42658755563361";"-3.617602405153018";"913 065 472    
917 754 199";"913 065 472";"cp.panama.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5287;"Colegio Público República de Paraguay";"";"";"Comedor - Transporte - Horario ampliado";"BUS: 124";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a41813db5b71c010VgnVCM1000000b205a0aRCRD";"MANRESA";"CALLE";"V";"60";"";"";"";"";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"441081";"4482594";"40.49194816139676";"-3.695267856666852";"917 343 888";"917 351 680";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
